example_id                                                   | status | run_time        |
./spec/services/scan_cost_logger_spec.rb[1:5:1]              | passed | 0.00189 seconds |
./spec/services/scan_cost_logger_spec.rb[1:5:2]              | passed | 0.00156 seconds |
./spec/services/scan_cost_logger_spec.rb[1:5:3]              | passed | 0.00093 seconds |
./spec/services/scan_cost_logger_spec.rb[1:5:4]              | passed | 0.00092 seconds |
./spec/services/scan_cost_logger_spec.rb[1:5:5]              | passed | 0.00111 seconds |
./spec/services/scan_cost_logger_spec.rb[1:6:1]              | passed | 0.00114 seconds |
./spec/services/scan_cost_logger_spec.rb[1:7:1]              | passed | 0.0014 seconds  |
./spec/services/scan_cost_logger_spec.rb[1:7:2]              | passed | 0.00163 seconds |
./spec/services/scan_cost_logger_spec.rb[1:7:3]              | passed | 0.00251 seconds |
./spec/services/scan_cost_logger_spec.rb[1:7:4]              | passed | 0.00155 seconds |
./spec/services/scan_cost_logger_spec.rb[1:7:5]              | passed | 0.00132 seconds |
./spec/services/scan_orchestrator_spec.rb[1:1:1]             | passed | 0.00194 seconds |
./spec/services/scan_orchestrator_spec.rb[1:1:2]             | passed | 0.00223 seconds |
./spec/services/scan_orchestrator_spec.rb[1:1:3]             | passed | 0.00252 seconds |
./spec/services/scan_orchestrator_spec.rb[1:1:4]             | passed | 0.00286 seconds |
./spec/services/scan_orchestrator_spec.rb[1:1:5]             | passed | 0.00217 seconds |
./spec/services/scan_orchestrator_spec.rb[1:1:6]             | passed | 0.00316 seconds |
